citizenid,name,birthdate,nationality,address,votingstatus,passportnumber,taxid,maritalstatus,criminalrecord,educationlevel,income,immigrationyear
CIT_7825,Claire Ortega,1990-05-11,India,"7586 Margaret Rue Suite 076, South Nicholasbury, GA 42903",Not Registered,E39270926,TAX-825-14,UNKNOWN,None,High School,145406.75,
CIT_7826,Paul Wallace,1935-08-10,United States,"3828 Tina Meadows, Davidfurt, KS 49992",Registered,232956700,TAX-826-46,Single,Yes,PhD,11582.01,
CIT_7827,Meredith Anderson,1989-11-16,United States,"69653 Smith Field Apt. 295, Jacobsmouth, NV 79130",Not Registered,A53601784,TAX-827-99,UNKNOWN,None,High School,90949.45,
CIT_7828,Alan Jones,1957-11-14,United States,"4791 Victor Vista, South Melissa, MO 61199",Not Registered,369385791,TAX-828-80,Single,None,Masters,69026.48,
CIT_7829,Aaron Day Md,1960-08-19,United States,"104 Erik Camp, East Alanmouth, CA 48481,",Registered,UNKNOWN,TAX-829-84,UNKNOWN,None,High School,36768.87,
CIT_7830,Nancy Williams,1980-05-02,India,"0282 Julie Ville Apt. 081, South Franklinburgh, NH 22184",Registered,103880420,TAX-830-07,Divorced,Pending,Bachelors,113862.66,2008.0
CIT_7831,Joshua Alexander,1994-12-27,India,"00352 Carl Mountain, Gibbsmouth, MA 39950",Registered,Q38644670,TAX-831-91,Single,None,High School,121245.59,
CIT_7832,Paula Phillips,1988-08-05,France,"2970 Vazquez Falls Apt. 550, Joneshaven, SC 16536",Registered,Y41619887,TAX-832-98,UNKNOWN,None,Masters,76648.82,
CIT_7833,Mrs. Melanie Chase Md,2005-02-24,United States,"6558 Lee Ports Suite 728, Victoriachester, MH 80396",Registered,UNKNOWN,TAX-833-27,Widowed,None,Masters,143295.16,
CIT_7834,Aaron Collier,1999-12-29,United States,"Unit 2034 Box 7250, DPO AP 28798",Registered,N16877647,TAX-834-37,Married,None,PhD,125987.26,
CIT_7835,Jesse Allen,1960-03-09,France,"101 Hansen Meadow, North Sheila, ND 30554",Not Registered,UNKNOWN,TAX-835-04,Single,Yes,Bachelors,36268.02,
CIT_7836,John Johnson,1974-04-09,India,"03782 Malik Forge, South Tonyhaven, NE 44165",Registered,352215519,TAX-836-97,Widowed,Yes,Doctorate,126282.77,1971.0
CIT_7837,Brian Stark,1983-08-22,France,"437 Jacobs Centers, Jenniferborough, NY 54341",Not Registered,Q38349584,TAX-837-02,Single,Pending,PhD,113822.11,2015.0
CIT_7838,Peter Johnson,1952-07-18,United States,"56861 Brown Court Suite 408, South Connieview, MN 47935",Not Registered,343579263,TAX-838-44,Single,None,Doctorate,123313.54,
CIT_7839,Sharon Lopez,1945-05-15,India,"655 Shepard Glen, New Gabrielle, OK 06938,",Not Registered,291279551,UNKNOWN,Widowed,None,Masters,88475.57,
CIT_7840,Shawn Miller,1947-03-09,India,"660 Olson Fork Apt. 692, Thompsonfurt, MD 16510",Not Registered,869460363,TAX-840-89,Married,None,High School,83485.24,
CIT_087,Reginald Anderson,1981-06-28,India,"8256 Silva Motorway, Campbellchester, PR 90313",Registered,UNKNOWN,UNKNOWN,Single,None,Bachelors,93302.86,
CIT_7842,Jennifer Williams,1949-02-07,United States,"6097 Katherine Locks, New Jenniferstad, MA 49193",Registered,384114571,TAX-842-21,Single,None,PhD,112181.24,
CIT_011,David Murphy,1954-12-29,United States,"063 Rasmussen Parkway Suite 334, Lake Stephenshire, MD 40936",Not Registered,022061624,TAX-843-37,Single,None,Masters,95604.22,
CIT_7844,Mr. Brent Robinson,2004-08-26,United States,"1054 Patrick Spur Suite 942, Deannaview, MA 73540,",Registered,UNKNOWN,TAX-844-53,Widowed,None,High School,103828.47,
CIT_7845,Hannah Vargas,1979-06-15,United States,"544 Nicole Inlet, Andrewsburgh, NC 88689,",Not Registered,S14745533,TAX-845-42,UNKNOWN,None,High School,37221.4,
CIT_7846,Hailey White,1955-12-13,United States,"25268 Kendra Wells Apt. 604, East Jimmy, MO 89729",Registered,E87415555,TAX-846-18,Single,None,Doctorate,51071.98,
CIT_7847,Michael Clayton,1982-10-13,United States,"987 Mary Haven Suite 110, Jackside, CA 91617,",Registered,972132853,TAX-847-18,Married,Pending,High School,136036.77,
CIT_7848,Rebekah Gonzalez,1973-01-01,United States,"75855 Jones Crescent Suite 224, South Paigeland, CO 90510",Registered,234056453,TAX-848-82,Single,Pending,High School,57354.34,
CIT_7849,Ronald Moore,1971-07-30,France,"219 Jonathan Camp, Sharonland, DC 71539",Not Registered,A81276505,TAX-849-56,Single,None,Masters,62760.27,1967.0
CIT_7850,Alyssa Santos Phd,1964-02-06,India,"7710 Rice Circle Suite 337, Port Andreaside, DE 05035",Registered,M42511259,UNKNOWN,UNKNOWN,None,Bachelors,60023.92,1988.0
CIT_7851,Thomas Graham,1973-05-18,United States,"0379 Sara Lodge Apt. 142, Ashleyborough, MN 98554",Registered,F90510731,TAX-851-72,Single,Pending,Bachelors,52119.41,
CIT_7852,Melissa Freeman,1987-11-15,United States,"3786 Megan Ways Suite 728, Franklinfurt, NC 08127",Registered,UNKNOWN,TAX-852-87,Divorced,Yes,High School,88272.14,
CIT_7853,Emily Barnes,1947-11-17,India,"21662 Christina Prairie Apt. 770, Maxview, DC 34762",Registered,O41873428,TAX-853-49,Widowed,None,PhD,39336.69,1944.0
CIT_7854,Heather Chavez,1956-08-01,United States,"13523 Michael Islands, East Robertmouth, AK 87853",Not Registered,A87791552,TAX-854-70,Divorced,None,Bachelors,27418.79,
CIT_7855,Tammy Johnson,2006-10-16,India,"USCGC Knight, FPO AE 22892",Registered,667856034,UNKNOWN,Single,Pending,PhD,71370.07,
CIT_7856,Corey Gallegos,1957-12-26,India,"55263 Campbell Forest Suite 242, South Laurenmouth, FM 82063",Registered,UNKNOWN,UNKNOWN,Single,Pending,Masters,77332.11,
CIT_7857,Kelli Cox,2003-10-27,United States,"33906 Bryan Crest Apt. 638, Vanessaside, NJ 67171",Registered,487112022,TAX-857-73,Married,None,High School,131489.78,
CIT_7858,Alex Martinez,1961-01-15,United States,"36694 Thompson Ports, East Ambershire, MT 66499,",Not Registered,M31893910,TAX-858-03,UNKNOWN,None,Bachelors,94428.83,
CIT_7859,Jennifer Case,1950-09-11,France,"1631 Maria Loop Suite 492, Nicholefurt, VT 70474",Registered,G41201142,TAX-859-92,Widowed,Pending,PhD,74619.37,
CIT_7860,Eric Frey,1985-05-20,France,"Unit 5773 Box 0808, DPO AP 78738,",Registered,UNKNOWN,TAX-860-65,Single,Yes,Masters,-76105.0,
CIT_7861,Chris Gilbert,2001-07-02,France,"1616 Michael Parkways Apt. 611, Murilloborough, WV 86045,",Not Registered,UNKNOWN,TAX-861-38,UNKNOWN,None,Doctorate,91567.54,1966.0
CIT_7862,Shane Davis,2001-05-24,United States,"851 Mason Loaf, Port Jonathanfurt, NJ 48555",Registered,327763386,TAX-862-95,Single,Pending,Masters,15228.86,
CIT_7863,Clifford Smith,1997-08-14,India,"2415 William Views Apt. 511, Port Jonathon, UT 66055,",Not Registered,T05639950,TAX-863-98,Married,None,Masters,19192.21,
CIT_016,Meghan Diaz,1983-04-23,France,"407 Sandra Streetreet, East Jacobland, AZ 07929,",Registered,468045589,TAX-864-62,Single,None,High School,101222.5,1974.0
CIT_7865,Jacob Wright,2003-09-06,United States,"8068 Bell Harbor, North Brianchester, DE 63601",Not Registered,R89417130,TAX-865-89,Single,None,PhD,71016.84,
CIT_009,David Miller,1996-03-14,France,"231 Johnson Route Apt. 063, South Alexis, FL 79811",Registered,UNKNOWN,TAX-866-13,Married,None,Doctorate,140751.97,
CIT_7867,Nathan Schmidt,1948-07-10,France,"0400 White Well, Sullivanfurt, CO 13971",Registered,P96115762,TAX-867-69,Single,Pending,PhD,57338.37,
CIT_7868,Amy Lopez,2004-04-17,United States,"4178 Nicholas Parks Apt. 758, Lisatown, GU 41129",Registered,C06714859,TAX-868-47,Single,Yes,High School,36692.3,
CIT_7869,Michael Evans,1958-11-03,France,"218 Collins Plaza, New Karlland, VA 15812,",Not Registered,619398581,TAX-869-62,Married,None,Bachelors,62404.78,
CIT_7870,James Holt,1975-10-29,France,"132 Pittman Club, Hartville, VT 49841,",Registered,UNKNOWN,TAX-870-12,Widowed,None,Bachelors,121176.44,
CIT_7871,Carolyn Kim,1962-12-13,India,"131 Lisa Junction, Lake Laura, WA 14935,",Registered,922934833,TAX-871-08,Single,None,High School,128023.47,
CIT_7872,Keith Collins,1979-12-14,India,"9443 Kelly Lock, Lake Theodore, MD 12104,",Not Registered,845397983,TAX-872-18,Single,None,High School,131033.92,
CIT_7873,Patrick Adams,2001-03-29,France,"307 Victoria Gateway Apt. 281, Kristinshire, WA 89299",Not Registered,UNKNOWN,TAX-873-14,Single,None,High School,116769.53,2011.0
CIT_7874,Julie Bailey,1975-04-20,United States,"199 Christopher Shores, South Jonathanfurt, CT 46507,",Registered,110622177,TAX-874-34,Single,Yes,High School,124347.83,
CIT_7875,Alan Scott,2001-10-19,France,"42189 Gross Meadows, Davisstad, WV 47808",Registered,174583131,TAX-875-23,Widowed,None,Masters,78154.31,1995.0
CIT_7876,Ronald Gonzalez,1957-09-07,India,"2372 Myers Stravenue, Caseymouth, AK 05020",Registered,785820213,TAX-876-96,Single,None,Doctorate,42007.57,
CIT_7877,Samuel Smith,1988-03-17,India,"10054 Arthur Rue Suite 451, South Rachel, NJ 05446",Not Registered,P05883441,TAX-877-77,Single,None,High School,147106.34,1974.0
CIT_7878,Jodi Andrade,1979-03-09,India,"30828 Alex Loaf Suite 371, New Jamesborough, CO 60258",Not Registered,B33153051,UNKNOWN,Widowed,None,Masters,131886.03,
CIT_7879,Ernest Scott,1996-12-12,France,"624 Garcia Cape Suite 923, New Christinetown, IL 06704",Registered,UNKNOWN,TAX-879-41,Single,Yes,Masters,147988.08,
CIT_7880,Tyler Gonzalez,1981-03-28,India,"942 Bethany Bridge, Allisonton, MS 54892",Registered,UNKNOWN,TAX-880-48,UNKNOWN,Pending,High School,10499.25,
CIT_7881,Vanessa Smith,1986-03-09,United States,"Unit 0863 Box 5174, DPO AA 37523,",Not Registered,950520202,UNKNOWN,Divorced,None,Bachelors,22837.23,
CIT_7882,Tyler Erickson,1942-07-26,India,"583 Wright Avenue, New Gregory, AZ 27280",Registered,G35627186,TAX-882-94,UNKNOWN,Pending,Bachelors,97696.95,
CIT_7883,Michael Collins,1986-07-02,United States,"59036 Mary Mountain, Bowmanberg, NE 82786,",Registered,UNKNOWN,TAX-883-56,Single,None,High School,21776.65,
CIT_7884,Laura Carr,1959-10-12,France,"225 Brandi Shoal, New Erin, TX 23867",Registered,UNKNOWN,TAX-884-43,Single,None,High School,109237.93,1980.0
CIT_7885,Julia Johnson,2000-11-16,India,"4475 Avery Court Apt. 896, East Jennifermouth, IA 87303",Registered,UNKNOWN,TAX-885-89,Married,None,Bachelors,22573.41,1999.0
CIT_7886,Rebecca Burns,1990-07-31,United States,"3546 Chris Causeway, West Maryfurt, KY 88309,",Registered,UNKNOWN,TAX-886-65,UNKNOWN,Yes,High School,142319.91,
CIT_7887,Charles Miller,1964-03-12,India,"6296 Robinson Court Apt. 262, West Williamburgh, NV 89480,",Not Registered,J44157157,TAX-887-70,Single,None,High School,39134.16,1957.0
CIT_7888,Troy Bender,1981-01-04,United States,"580 Fischer Plaza Suite 689, Lake Christopherberg, HI 24950,",Registered,A96104440,TAX-888-29,Married,None,Doctorate,40394.43,
CIT_7889,Rodney Bond,1997-12-10,India,"65415 Nicholas Hollow Suite 801, Lake Jenniferbury, MI 07165",Not Registered,UNKNOWN,TAX-889-24,Single,Yes,High School,74750.33,
CIT_7890,Kristin Roberts,1983-08-13,United States,"52434 Randolph Parks Apt. 719, New Jeffreymouth, IN 47448",Registered,G29680367,TAX-890-62,Divorced,None,Masters,98066.16,
CIT_7891,Greg Lewis,1939-08-29,France,"02763 Bauer Fields Suite 138, Toddshire, TN 37753",Registered,A02600579,TAX-891-80,Divorced,Yes,Masters,95538.08,
CIT_7892,Michael Yates,1947-02-10,France,"698 Reynolds Land, Thompsonhaven, MO 92459",Registered,K71389400,TAX-892-02,Widowed,Pending,High School,80814.53,
CIT_7893,Alyssa Collins,1988-01-14,France,"44278 Fischer Prairie, Mejialand, WV 01203,",Registered,C39279135,TAX-893-96,Divorced,None,High School,41526.22,1985.0
CIT_7894,Katherine Smith,1944-02-07,United States,"215 Erika Neck Apt. 676, Davilaland, FM 33235,",Registered,065564104,TAX-894-69,Widowed,None,High School,56032.17,
CIT_7895,Joel Gonzalez,1948-01-01,France,"1081 Jason Highway, East Jessicashire, UT 71806",Registered,G35724231,UNKNOWN,Married,None,Bachelors,39973.84,2005.0
CIT_7896,Jackson Gallegos,1964-02-26,India,"082 Gomez Camp Apt. 477, Port Jennifer, AR 86555",Not Registered,288249037,TAX-896-79,Single,None,Masters,46909.56,
CIT_7897,Mr. Andrew Ward,1965-01-27,India,"9931 Little Fall Apt. 372, New Jeremy, OR 46879,",Not Registered,111804103,TAX-897-43,Widowed,None,High School,74052.41,2008.0
CIT_7898,Patrick Hicks,1965-02-19,France,"58311 Ramsey Alley, Lake Joshuabury, WA 59425",Registered,429456438,UNKNOWN,Single,None,PhD,122105.19,1956.0
CIT_7899,Matthew Nunez,1945-06-25,United States,"661 Armstrong Way Apt. 504, Port Streeteven, LA 70043,",Registered,W95848284,TAX-899-77,Divorced,None,PhD,119844.37,
CIT_7900,Emily Welch,2001-02-12,United States,"9698 Charles Common Suite 599, Marchaven, AL 34845",Registered,UNKNOWN,TAX-900-36,Single,None,PhD,122504.01,
CIT_7901,Jeffrey Montgomery,2006-03-02,United States,"5399 Jose Springs, Lake Juliachester, AL 69004",Registered,S76757246,TAX-901-35,Single,None,Doctorate,131716.71,
CIT_7902,Samuel Phillips,1953-01-28,France,"502 Eric Streetream, New Jamesport, OH 43654,",Registered,M33312090,TAX-902-03,UNKNOWN,None,Bachelors,18129.13,
CIT_7903,Eric Smith,1975-12-25,India,"0102 Benjamin Fort Apt. 668, Thomasstad, VT 64890",Registered,T75162962,TAX-903-75,Single,Pending,High School,56799.21,1961.0
CIT_7904,Kelli Richards,1986-06-28,France,"94298 Rodriguez Union, North Travis, DC 77785",Not Registered,O37717650,TAX-904-13,Widowed,Pending,Masters,88986.0,
CIT_7905,Shannon Mayer,1949-07-01,India,"968 Rodriguez Fork, Meadowshaven, AZ 10615",Not Registered,UNKNOWN,TAX-905-07,Married,None,High School,102080.64,2009.0
CIT_7906,Becky Garcia,2007-01-01,France,"6465 Moreno Inlet Apt. 044, Morrisland, VT 23414,",Registered,809665974,TAX-906-98,Single,None,Doctorate,44737.06,2001.0
CIT_075,Sarah Robinson,1994-12-03,United States,"0495 Turner Prairie Apt. 576, West Samuelview, WY 08347",Registered,934867058,TAX-907-15,Divorced,None,High School,29799.54,
CIT_7908,Ricardo Wells,1964-08-18,India,"75019 Thomas Curve, New Malikfurt, CT 25694",Not Registered,H73070746,TAX-908-94,Divorced,None,High School,33431.44,1960.0
CIT_026,Kyle Bailey,1953-10-20,India,"0324 Sheri Crest, Port Angelfort, MS 53093,",Registered,975069690,UNKNOWN,Single,Yes,PhD,88840.57,2008.0
CIT_7910,Dominique Gonzalez,1968-11-20,United States,"18738 Murphy Street Suite 523, Lewisside, PA 24736",Registered,UNKNOWN,TAX-910-11,UNKNOWN,Yes,Masters,49700.77,
CIT_7911,Casey Cabrera Phd,1951-01-01,United States,"6412 Danielle Oval Suite 475, Fieldshaven, NY 80348",Registered,UNKNOWN,UNKNOWN,Widowed,Yes,Masters,149094.14,
CIT_7912,Renee Bradley,1935-07-24,France,"USCGC Smith, FPO AA 67123,",Registered,910546412,UNKNOWN,Divorced,None,High School,75217.3,
CIT_7913,Christopher Weaver,1955-04-14,France,"14282 Allen Freeway, New Katherinechester, CT 41962,",Not Registered,G86870497,TAX-913-49,Divorced,Yes,High School,87946.17,
CIT_7914,Devin Torres,1986-01-29,India,"1775 Keith Summit Suite 216, Jerryhaven, AZ 90132",Registered,979901851,UNKNOWN,UNKNOWN,None,Masters,112204.57,1979.0
CIT_7915,Gregory Smith,1935-12-24,India,"935 Jeff Grove Suite 149, Lake Sarahborough, GA 89319,",Registered,UNKNOWN,TAX-915-14,UNKNOWN,None,High School,111779.4,
CIT_7916,Adam Bennett,2002-03-16,France,"401 Jones Square Suite 922, North Shannon, MA 95138",Registered,435382352,UNKNOWN,Single,None,High School,16019.04,1995.0
CIT_7917,Jeff Rhodes,1974-02-01,India,"PSC 6743, Box 8072, APO AE 88492",Registered,E17528215,TAX-917-47,UNKNOWN,None,High School,28307.99,
CIT_7918,Brett White,1956-03-26,France,"484 Moore Dam Apt. 287, Jacquelinemouth, SC 65641",Registered,S79132971,UNKNOWN,Married,None,Masters,65533.56,2007.0
CIT_7919,Michael Becker,1995-12-08,India,"420 Brittany Underpass, Tylerburgh, UT 70840",Registered,704085047,TAX-919-69,Divorced,None,High School,102152.6,1986.0
CIT_7920,Kathleen Roberts,1951-01-12,United States,"95575 Petersen Isle Apt. 774, Nathanland, MP 66292",Registered,UNKNOWN,TAX-920-72,Widowed,None,High School,86102.86,
CIT_7921,Julie Ruiz,1953-02-21,United States,"6916 Carl Ramp, Bradleyberg, MO 87013",Not Registered,UNKNOWN,TAX-921-77,Widowed,None,Masters,125298.08,
CIT_7922,Melissa Scott,1965-03-29,United States,"280 Kyle Manor Suite 706, Emilyburgh, MS 30081",Registered,UNKNOWN,TAX-922-16,Widowed,Yes,Masters,116277.37,
CIT_7923,Amanda Anderson,1949-04-14,India,"1646 Jennifer Point Apt. 904, East Angelaton, MA 55976",Registered,UNKNOWN,TAX-923-25,Divorced,Pending,Bachelors,53793.26,1999.0
CIT_7924,Melissa Reed,1942-01-11,India,"67521 Roy Way, Wadestad, CA 47383",Not Registered,UNKNOWN,TAX-924-20,Single,Yes,High School,29842.07,1941.0
CIT_7925,Christian Dillon,1976-03-30,India,"630 Rachel Loaf Suite 952, Justinburgh, NV 87112",Registered,892205252,TAX-925-55,Widowed,Pending,High School,143778.26,1972.0
CIT_7926,Michael Nelson,1972-03-30,France,"54280 Gilbert Place, East Shaneland, NJ 64833,",Registered,Q99076912,TAX-926-55,Widowed,Pending,High School,93433.1,1996.0
CIT_7927,Dawn Soto,1971-11-10,France,"5854 Oconnell Rapid, Danielbury, MD 46192",Not Registered,911549694,TAX-927-66,Single,Pending,PhD,31917.57,1969.0
CIT_7928,David Bryant,1986-09-02,United States,"75950 Brooks Ranch Suite 850, South Reginald, IA 20530,",Not Registered,407034305,TAX-928-67,Single,Pending,PhD,104282.86,
CIT_7929,James Gomez Dds,1964-01-01,France,"48166 Hill Cliff, Jacksonshire, VI 67565",Registered,059944355,TAX-929-96,Single,Yes,High School,45833.17,
CIT_7930,Jose Hill,1995-02-14,France,"85198 Robinson Forges, Hunterfurt, KS 80180",Not Registered,833790857,TAX-930-04,Widowed,Pending,PhD,-21094.0,
CIT_7931,Jason Butler,1972-06-30,United States,"4590 Kathleen Knoll Apt. 200, New Donnaside, CT 37081",Registered,414040362,UNKNOWN,Single,Yes,Doctorate,41407.76,
CIT_7932,Joshua Moore,1984-12-21,United States,"733 Rachel Crescent Apt. 804, New Steven, TN 54232",Registered,P54580300,TAX-932-54,Married,Yes,Bachelors,134338.83,
CIT_7933,George Garcia,1960-05-26,India,"3471 Matthew Port, Amyfort, WA 10608",Registered,198968660,TAX-933-57,Widowed,None,Bachelors,38048.9,
CIT_7934,Jesus Campbell,2001-08-20,India,"70074 Allen Route Suite 981, South Patrickburgh, NH 49539",Not Registered,Q59882677,UNKNOWN,Divorced,None,Bachelors,10097.1,
CIT_7935,Christine Cooke,2004-03-29,India,"56898 Lauren Falls, Port Veronica, NV 26151",Registered,UNKNOWN,TAX-935-34,Widowed,None,Masters,92520.52,
CIT_7936,Stephanie Williams,1982-09-23,United States,"3738 Key Forge Apt. 673, Kimberlybury, AZ 01522",Not Registered,603731288,TAX-936-97,UNKNOWN,None,Masters,28369.29,
CIT_7937,Kathleen Smith,1944-09-17,France,"553 Hill Run, Jessicashire, NC 91432",Registered,H40381406,TAX-937-53,Single,None,Masters,62418.46,
CIT_7938,Terri Farrell,1945-08-04,France,"6950 Walton Forks Apt. 947, New Alextown, WI 30114",Registered,M36816309,UNKNOWN,UNKNOWN,Yes,High School,84976.73,
CIT_7939,Beth Scott,1972-10-18,India,"42805 Peters Groves Suite 181, West Marcus, GU 94716,",Registered,N21165603,TAX-939-94,Married,Yes,High School,37111.01,
CIT_7940,David Herrera,1980-06-09,India,"399 Mejia Lock Apt. 703, Lake Amber, FM 76457",Registered,404142793,UNKNOWN,Single,Yes,Bachelors,14621.51,1996.0
CIT_7941,Caleb Steele,1946-05-06,India,"201 Sellers Mills Suite 737, West Mary, VT 11801",Registered,350526276,TAX-941-61,Single,None,PhD,86665.71,1944.0
CIT_7942,Jamie Schwartz,1982-05-30,India,"0556 Bryan Extension, Gomezside, OK 52761",Not Registered,UNKNOWN,TAX-942-01,Widowed,Yes,Bachelors,141752.38,2011.0
CIT_7943,David Merritt,1965-12-07,India,"8003 Carpenter Haven, Wadeton, MN 63773",Registered,U37427191,TAX-943-94,UNKNOWN,Yes,High School,19983.59,
CIT_7944,Jeffrey Butler,1942-01-18,France,"732 James Canyon, Dyerton, DE 98550,",Not Registered,N20305043,TAX-944-49,Married,None,High School,60839.77,
CIT_7945,Joseph Murphy,1981-10-16,France,"5747 Richard Camp, Porterberg, GU 44338,",Registered,E85269607,TAX-945-27,UNKNOWN,Yes,High School,57188.4,
CIT_7946,Lisa Gomez,1975-07-05,United States,"533 Jones Isle Apt. 568, East Cindy, VI 06174",Registered,UNKNOWN,TAX-946-78,Divorced,None,Doctorate,47339.03,
CIT_7947,Randy Mejia,2004-08-25,India,"9226 Brandy Corner, New Abigailfort, MI 54683,",Registered,070575118,TAX-947-68,Divorced,None,Doctorate,52659.61,
CIT_7948,Matthew Mccoy,1974-03-31,France,"96436 Watson Ferry Suite 285, West Christopher, DC 44480",Not Registered,B99185330,TAX-948-53,UNKNOWN,None,High School,24871.86,1966.0
CIT_7949,Earl Flores,1935-11-30,India,"PSC 8512, Box 3606, APO AA 33707,",Not Registered,356201490,TAX-949-71,Single,None,High School,49706.51,1965.0
CIT_7950,Derek Molina,1935-06-05,India,"8403 Katie Rapid, Acevedoport, AR 44278",Registered,203798609,TAX-950-18,Single,Yes,Masters,112877.72,
CIT_7951,Kevin Davis,1948-04-27,France,"79377 Kent Trafficway, Samanthaborough, ID 09491,",Registered,226063694,TAX-951-56,UNKNOWN,Yes,Doctorate,132756.48,
CIT_7952,Christopher Ross,2001-08-31,India,"0063 Jack Station, Vegaberg, MI 62145",Registered,R38276538,TAX-952-52,Widowed,None,Doctorate,10083.43,1996.0
CIT_7953,Robin Brown,2003-05-13,India,"182 Bates Locks, New Karenchester, CT 31362",Registered,A46061097,TAX-953-58,Married,Pending,PhD,129440.43,
CIT_7954,Jenny Sparks,1947-07-16,United States,"Unit 3657 Box 9001, DPO AA 85039",Not Registered,L09160630,TAX-954-59,Widowed,Yes,Bachelors,90408.68,
CIT_7955,Jason Myers,1963-10-04,India,"0233 Rodriguez Plains, Nancyborough, WY 27858",Registered,623435202,UNKNOWN,Single,None,Bachelors,96158.91,
CIT_7956,Rebecca Beard,1964-09-30,India,"233 Jackson Curve, West Jenniferland, OH 15347,",Registered,F16939800,TAX-956-48,UNKNOWN,None,High School,130476.14,
CIT_7957,Carla Guerrero,1949-01-17,United States,"3239 Maria Neck, Tommouth, NC 56888",Registered,D49528582,TAX-957-64,Widowed,Yes,High School,101879.56,
CIT_7958,Henry Bailey,1988-04-15,India,"031 Marsh Shoals, Johnside, MN 25431",Registered,B45025853,TAX-958-03,Single,Pending,PhD,79177.16,1984.0
CIT_7959,Adam Sharp,1994-01-19,France,"455 Sara Fall, Garciastad, NC 37996,",Not Registered,906879012,TAX-959-19,Divorced,None,Bachelors,10308.88,2017.0
CIT_7960,Joseph Hendricks,1950-11-12,India,"56677 Cynthia Wall, South Dawnhaven, TN 42605",Registered,441107295,TAX-960-45,Divorced,None,PhD,27387.07,1955.0
CIT_7961,Stacy White,1980-07-11,India,"421 Adams Village Apt. 406, New Richardside, TX 97393",Registered,L77656777,TAX-961-21,Married,Pending,High School,101452.89,1972.0
CIT_7962,Tina Tanner,1974-05-05,United States,"750 Garcia Isle Apt. 110, Port Catherineside, OH 13363",Registered,UNKNOWN,TAX-962-56,Divorced,None,PhD,52239.8,
CIT_7963,Scott Khan,1977-12-01,India,"101 Taylor Shoals Suite 437, Reynoldsmouth, NE 67539",Registered,J44637091,TAX-963-12,Divorced,None,Doctorate,48751.64,2008.0
CIT_7964,Mrs. Olivia Sanchez,1961-02-20,France,"644 Santos Estate Apt. 416, Davidfurt, PR 43441,",Registered,M09830749,TAX-964-99,Divorced,Yes,High School,109114.34,1952.0
CIT_7965,Angela Thomas,1962-11-17,France,"49040 James Loaf Apt. 206, Ortiztown, SD 06967",Registered,UNKNOWN,TAX-965-91,Widowed,Pending,High School,123020.69,1956.0
CIT_7966,Michelle Taylor,1976-05-18,India,"222 Shaun Street Apt. 526, Port Helenland, UT 68647",Not Registered,873061605,TAX-966-04,Divorced,None,PhD,148387.21,1971.0
CIT_7967,Dr. Samantha Sutton Md,1978-01-09,France,"9137 Johns Place, Lake Edwardville, OR 60644",Not Registered,P36599822,TAX-967-74,Single,None,Bachelors,131521.03,
CIT_7968,Sara Johnson,1999-08-22,France,"06389 Rivera Ferry Apt. 712, Audreyfurt, MD 94422",Registered,931759353,TAX-968-32,Divorced,Yes,Masters,106275.39,
CIT_7969,Sandra Brown,1998-08-13,India,"11252 King Port Apt. 288, Hughesstad, UT 51724",Not Registered,029657239,TAX-969-64,Single,Pending,High School,21545.57,
CIT_7970,Erica Castro,1994-03-31,France,"57820 Fleming Burgs Apt. 295, New Shannonfort, AZ 94829,",Not Registered,M64956518,TAX-970-81,Divorced,Yes,Doctorate,39889.76,2012.0
CIT_7971,Charles Keller,1968-07-27,France,"879 Barron Court, Port Richardfurt, MA 37798",Registered,H17368064,UNKNOWN,Married,None,Bachelors,12063.17,
CIT_7972,David Young,1977-08-28,France,"70560 Douglas Greens, Payneside, VA 11989,",Registered,Z90974202,TAX-972-45,Divorced,None,High School,105866.36,1972.0
CIT_7973,John Mcconnell,1953-01-16,France,"777 Day Creek, East Drew, VT 93639",Registered,UNKNOWN,TAX-973-91,Married,Pending,PhD,97934.22,
CIT_7974,Leah Bernard,1962-02-09,United States,"USNV Stuart, FPO AE 07756",Not Registered,055963138,TAX-974-74,UNKNOWN,None,Masters,62919.14,
CIT_7975,Amber Mendez,1947-11-03,India,"62794 Heidi Mill, West Nicholasberg, AL 67421",Registered,F14548844,TAX-975-72,Single,None,High School,69974.6,
CIT_7976,Elizabeth Jones,1971-06-10,India,"024 Christian Mission, South Darren, SC 38307",Registered,UNKNOWN,TAX-976-36,Single,Pending,High School,19865.73,1993.0
CIT_7977,Mark Martin,1945-08-03,India,"122 Steven Plains, Taylorshire, KS 31120",Registered,C86658379,TAX-977-32,Single,None,High School,-70613.0,1936.0
CIT_7978,Thomas West,1992-12-01,France,"7821 Shepard Mission, Victortown, AZ 39567,",Registered,UNKNOWN,TAX-978-63,UNKNOWN,Yes,Doctorate,113750.45,
CIT_7979,Melissa Cruz,1946-06-28,France,"140 Payne Stream Apt. 773, Delacruzfort, PA 60252",Registered,UNKNOWN,TAX-979-66,Divorced,None,High School,23609.74,
CIT_7980,James Hall,1940-12-14,United States,"2766 Martin Radial, Sophiamouth, VT 61848",Not Registered,738975611,TAX-980-55,Single,Pending,High School,19966.52,
